"TouristSpotId","TourApiContentId","Name","Address","Status","Provider","ProviderItemName","ImageUrl","SourcePageUrl","LicenseCode","LicenseUrl","Attribution","ImageDescription","HttpStatus","ContentType","VerifiedAt","Notes"
"6197","1624505","해남 민정기 가옥","전남광주통합특별시 해남군 해남읍 백야길 36","APPROVED","국가유산청 국가유산포털","해남민정기가옥","https://www.khs.go.kr/unisearch/images/cultural_material/2021120810245000.JPG","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0001860000000&ccbaCtcd=36&ccbaKdcd=31&pageNo=1_1_1_0","KHS_IMAGE_NURI_A","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","해남민정기가옥_곳간채 (촬영년도 : 2015년)","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 130; 검색어 '해남 민정기 가옥'; imageNuri=A"
"6199","1624517","해남윤씨 추원당","전남광주통합특별시 강진군 도암면 강성길 77","APPROVED","국가유산청 국가유산포털","해남윤씨추원당","https://www.khs.go.kr/unisearch/images/folklore_material/2021121616473100.JPG","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0000290000000&ccbaCtcd=36&ccbaKdcd=24&pageNo=1_1_1_0","KHS_IMAGE_NURI_A","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","해남윤씨추원당_계단 (촬영년도 : 2015년)","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 125; 검색어 '해남윤씨 추원당'; imageNuri=A"
"6242","1954848","남평향교","전남광주통합특별시 나주시 남평읍 남평향교길 45-12","APPROVED","국가유산청 국가유산포털","남평향교","https://www.khs.go.kr/unisearch/images/tangible_cult_prop/1639991.jpg","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0001260000000&ccbaCtcd=36&ccbaKdcd=21&pageNo=1_1_1_0","KHS_IMAGE_NURI_A","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","남평향교(명륜당)","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 130; 검색어 '남평향교'; imageNuri=A"
"6370","2553893","혜명단청박물관","인천광역시 제물포구 신포로15번길 48","APPROVED_REHOST_REQUIRED","Openverse/wikimedia","혜명단청박물관","https://upload.wikimedia.org/wikipedia/commons/1/1d/%ED%98%9C%EB%AA%85%EB%8B%A8%EC%B2%AD%EB%B0%95%EB%AC%BC%EA%B4%80.jpg","https://commons.wikimedia.org/w/index.php?curid=84465887","BY-SA","https://creativecommons.org/licenses/by-sa/3.0/","작가: 이강철; 원문과 라이선스 재확인 필요","혜명단청박물관","429","text/html","2026-09-15","Wikimedia Commons 원문 API에서 장소 설명·작가·라이선스 확인. CDN 핫링크 대신 자체 저장 필요"
"6456","2613176","현부자네 집","전남광주통합특별시 보성군 벌교읍 홍암로 89-28","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"6864","2784213","담양곤충박물관","전남광주통합특별시 담양군 담양읍 담양88로 428","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"7540","3076980","시에그린한국시화박물관","전남광주통합특별시 진도군 임회면 죽림길 97","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"9099","2933508","유동룡미술관","제주특별자치도 제주시 용금로 906-10","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"9317","130072","아트선재센터","서울특별시 종로구 율곡로3길 87 (소격동)","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"9684","590237","교과서박물관","세종특별자치시 연동면 청연로 492-14","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"11212","915542","최호장군유지","전북특별자치도 군산시 개정면 원발산길 33-2","CONDITIONAL","국가유산청 국가유산포털","최호장군유지","https://www.khs.go.kr/unisearch/images/monument/1653408.jpg","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0000320000000&ccbaCtcd=35&ccbaKdcd=23&pageNo=1_1_1_0","KHS_IMAGE_NURI_D","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","최호장군유지","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 130; 검색어 '최호장군유지'; imageNuri=D"
"11528","1958226","동산서당(경산)","경상북도 경산시 남천면 남천로 780-15","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"11639","1620863","양금석가옥","제주특별자치도 서귀포시 남원읍 신례로298번길 3-6","APPROVED","국가유산청 국가유산포털","양금석가옥","https://www.khs.go.kr/unisearch/images/folklore_material/1659215.jpg","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0000030004500&ccbaCtcd=50&ccbaKdcd=24&pageNo=1_1_1_0","KHS_IMAGE_NURI_A","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","양금석초가","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 130; 검색어 '양금석가옥'; imageNuri=A"
"11787","1928731","뒤웅박고을","세종특별자치시 전동면 배일길 90-43","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"12266","1959509","호안다구박물관","강원특별자치도 영월군 김삿갓면 내리계곡로 1088","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"21002","128649","성혼선생묘","경기도 파주시 파주읍 향양리","APPROVED","국가유산청 국가유산포털","성혼선생묘","https://www.khs.go.kr/unisearch/images/monument/1646125.jpg","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0000590000000&ccbaCtcd=31&ccbaKdcd=23&pageNo=1_1_1_0","KHS_IMAGE_NURI_A","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","성혼선생묘","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 130; 검색어 '성혼선생묘'; imageNuri=A"
"22899","250261","경주 남산 불곡 마애여래좌상","경상북도 경주시 인왕동","APPROVED","국가유산청 국가유산포털","경주 남산 불곡 마애여래좌상","https://www.khs.go.kr/unisearch/images/treasure/1620510.jpg","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0001980000000&ccbaCtcd=37&ccbaKdcd=12&pageNo=1_1_1_0","KHS_IMAGE_NURI_A","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","경주 남산 불곡 마애여래좌상","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 130; 검색어 '경주 남산 불곡 마애여래좌상'; imageNuri=A"
"23969","2783373","자부마을","경상남도 통영시 욕지면 동항리","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"24273","126662","충렬사(통영)","경상남도 통영시 여황로 251","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"24291","3531662","최선평 가옥","강원특별자치도 강릉시 주문진읍 신리천로 342","APPROVED","국가유산청 국가유산포털","강릉최선평가옥","https://www.khs.go.kr/unisearch/images/cultural_material/1660487.jpg","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0000810000000&ccbaCtcd=32&ccbaKdcd=31&pageNo=1_1_1_0","KHS_IMAGE_NURI_A","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","최선평가옥","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 90; 검색어 '최선평 가옥'; imageNuri=A"
"24297","3543287","신사임당사친시비","강원특별자치도 강릉시 성산면 삼포암길 133","NO_VERIFIED_IMAGE","","","","","","","","","","","2026-09-15","공식·공개 라이선스 이미지 후보를 확인하지 못함"
"24390","919605","황희선생묘","경기도 파주시 탄현면 정승로88번길 23-73","APPROVED","국가유산청 국가유산포털","황희선생묘","https://www.khs.go.kr/unisearch/images/monument/1646032.jpg","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0000340000000&ccbaCtcd=31&ccbaKdcd=23&pageNo=1_1_1_0","KHS_IMAGE_NURI_A","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","황희선생묘","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 130; 검색어 '황희선생묘'; imageNuri=A"
"24453","250317","홍성상하리미륵불","충청남도 홍성군 홍북읍 상하리","APPROVED","국가유산청 국가유산포털","홍성상하리미륵불","https://www.khs.go.kr/unisearch/images/tangible_cult_prop/1639144.jpg","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0000870000000&ccbaCtcd=34&ccbaKdcd=21&pageNo=1_1_1_0","KHS_IMAGE_NURI_A","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","홍성 상하리 미륵불","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 130; 검색어 '홍성상하리미륵불'; imageNuri=A"
"24461","250277","파주 덕은리 주거지와 지석묘군","경기도 파주시 월롱면 덕은리","APPROVED","국가유산청 국가유산포털","파주 덕은리 주거지와 지석묘군","https://www.khs.go.kr/unisearch/images/history_site/1625491.jpg","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0001480000000&ccbaCtcd=31&ccbaKdcd=13&pageNo=1_1_1_0","KHS_IMAGE_NURI_A","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","파주덕은리주거지 및 지석묘군","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 130; 검색어 '파주 덕은리 주거지와 지석묘군'; imageNuri=A"
"24559","3047038","홍성 신경리 마애여래입상","충청남도 홍성군 홍북읍 신경리","APPROVED","국가유산청 국가유산포털","홍성 신경리 마애여래입상","https://www.khs.go.kr/unisearch/images/treasure/1617703.jpg","https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaAsno=0003550000000&ccbaCtcd=34&ccbaKdcd=12&pageNo=1_1_1_0","KHS_IMAGE_NURI_A","https://www.heritage.go.kr/heri/html/HtmlPage.do?pageNo=1_5_1_0","출처: 국가유산청 국가유산포털","홍성 신경리마애석불","206","image/jpg","2026-09-15","이름·소재지 자동 대조 점수 130; 검색어 '홍성 신경리 마애여래입상'; imageNuri=A"
